lemma,enlemma,verbnoun,tier,freq_rank,zipf,raw,per_million,rank,pres6,past6,imperf6,fut_persons,n_eurfa_rows,passes_coverage
rhyfela,make_war,rhyfela,mid,953,3.811,69,6.47,5135,True,True,True,3s,54,True
ad-dalu,repay,ad-dalu,mid,954,3.805,68,6.38,5157,True,True,True,3s,56,True
arolygu,supervise,arolygu,mid,955,3.805,68,6.38,5167,True,True,True,3s,54,True
cywasgu,compress,cywasgu,mid,956,3.805,68,6.38,5169,True,True,True,3s,63,True
datguddio,disclose,datguddio,mid,957,3.805,68,6.38,5163,True,True,True,3s,51,True
ymrestru,enlist,ymrestru,mid,958,3.805,68,6.38,5191,True,True,True,3s,54,True
ailddechrau,restart,ailddechrau,mid,959,3.798,67,6.28,5204,True,True,True,3s,54,True
chwyrnu,snore,chwyrnu,mid,960,3.798,67,6.28,5234,True,True,True,3s,54,True
crebachu,shrivel,crebachu,mid,961,3.798,67,6.28,5209,True,True,True,3s,54,True
pledio,plead,pledio,mid,962,3.798,67,6.28,5231,True,True,True,3s,51,True
ysgubo,sweep,ysgubo,mid,963,3.798,67,6.28,5211,True,True,True,3s,55,True
beiddio,dare,beiddio,mid,964,3.792,66,6.19,5266,True,True,True,3s,52,True
digalonni,lose_heart,digalonni,mid,965,3.792,66,6.19,5246,True,True,True,3s,54,True
erthylu,abort,erthylu,mid,966,3.792,66,6.19,5265,True,True,True,3s,54,True
lletya,lodge,lletya,mid,967,3.792,66,6.19,5254,True,True,True,3s,54,True
llywyddu,preside,llywyddu,mid,968,3.792,66,6.19,5252,True,True,True,3s,54,True
pwmpio,pump,pwmpio,mid,969,3.792,66,6.19,5250,True,True,True,3s,51,True
troseddu,transgress,troseddu,mid,970,3.792,66,6.19,5260,True,True,True,3s,54,True
cenhedlu,beget,cenhedlu,mid,971,3.785,65,6.1,5291,True,True,True,3s,52,True
nesu,approach,nesu,mid,972,3.785,65,6.1,5284,True,True,True,3s,54,True
rholian,roll,rholian,mid,973,3.785,65,6.1,5280,True,True,True,3s,51,True
tynhau,tighten,tynhau,mid,974,3.785,65,6.1,5289,True,True,True,3s,50,True
arlunio,paint,arlunio,mid,975,3.778,64,6.0,5325,True,True,True,3s,51,True
camddeall,misunderstand,camddeall,mid,976,3.778,64,6.0,5314,True,True,True,3s,58,True
llwgu,be_ravenously hungry,llwgu,mid,977,3.778,64,6.0,5305,True,True,True,3s,54,True
tapio,tape,tapio,mid,978,3.778,64,6.0,5309,True,True,True,3s,51,True
ymhyfrydu,take_pride in,ymhyfrydu,mid,979,3.778,64,6.0,5312,True,True,True,3s,54,True
coleddu,cherish,coleddu,mid,980,3.772,63,5.91,5352,True,True,True,3s,54,True
disgyblu,discipline,disgyblu,mid,981,3.772,63,5.91,5374,True,True,True,3s,54,True
tasgu,splash,tasgu,mid,982,3.772,63,5.91,5361,True,True,True,3s,54,True
tocio,trim,tocio,mid,983,3.772,63,5.91,5360,True,True,True,3s,51,True
tyngu,swear,tyngu,mid,984,3.772,63,5.91,5364,True,True,True,3s,55,True
ymatal,refrain,ymatal,mid,985,3.772,63,5.91,5346,True,True,True,3s,53,True
cwffio,fight,cwffio,mid,986,3.765,62,5.82,5382,True,True,True,3s,51,True
dwysáu,intensify,dwysáu,mid,987,3.765,62,5.82,5403,True,True,True,3s,51,True
ffrydio,brandish,ffrydio,mid,988,3.765,62,5.82,5396,True,True,True,3s,51,True
gweddnewid,transform,gweddnewid,mid,989,3.765,62,5.82,5379,True,True,True,3s,51,True
haenu,layer,haenu,mid,990,3.765,62,5.82,5386,True,True,True,3s,54,True
porthi,feed,porthi,mid,991,3.765,62,5.82,5395,True,True,True,3s,54,True
prisio,price,prisio,mid,992,3.765,62,5.82,5398,True,True,True,3s,51,True
swatio,crouch,swatio,mid,993,3.765,62,5.82,5384,True,True,True,3s,51,True
tlodi,impoverish,tlodi,mid,994,3.765,62,5.82,5392,True,True,True,3s,54,True
ceryddu,scold,ceryddu,mid,995,3.757,61,5.72,5429,True,True,True,3s,54,True
dallu,blind,dallu,mid,996,3.757,61,5.72,5420,True,True,True,3s,58,True
datgymalu,dislocate,datgymalu,mid,997,3.757,61,5.72,5416,True,True,True,3s,54,True
naddu,carve,naddu,mid,998,3.757,61,5.72,5444,True,True,True,3s,54,True
parablu,utter,parablu,mid,999,3.757,61,5.72,5446,True,True,True,3s,58,True
perffeithio,perfect,perffeithio,mid,1000,3.757,61,5.72,5432,True,True,True,3s,51,True
plycio,pluck,plycio,mid,1001,3.757,61,5.72,5434,True,True,True,3s,51,True
sythu,benumb,sythu,mid,1002,3.757,61,5.72,5418,True,True,True,3s,108,True
yngan,pronounce,yngan,mid,1003,3.757,61,5.72,5435,True,True,True,3s,58,True
ailadeiladu,rebuild,ailadeiladu,mid,1004,3.751,60,5.63,5471,True,True,True,3s,54,True
byrstio,burst,byrstio,mid,1005,3.751,60,5.63,5459,True,True,True,3s,51,True
cwtogi,shorten,cwtogi,mid,1006,3.751,60,5.63,5460,True,True,True,3s,54,True
cysgodi,shelter,cysgodi,mid,1007,3.751,60,5.63,5478,True,True,True,3s,54,True
deifio,dive,deifio,mid,1008,3.751,60,5.63,5477,True,True,True,3s,51,True
difyrru,amuse,difyrru,mid,1009,3.751,60,5.63,5457,True,True,True,3s,54,True
dilysu,validate,dilysu,mid,1010,3.751,60,5.63,5472,True,True,True,3s,54,True
mynydda,climb_mountains,mynydda,mid,1011,3.751,60,5.63,5467,True,True,True,3s,54,True
nythu,nest,nythu,mid,1012,3.751,60,5.63,5464,True,True,True,3s,54,True
procio,poke,procio,mid,1013,3.751,60,5.63,5455,True,True,True,3s,51,True
trystio,trust,trystio,mid,1014,3.751,60,5.63,5481,True,True,True,3s,51,True
bugeilio,shepherd,bugeilio,mid,1015,3.743,59,5.53,5523,True,True,True,3s,51,True
dyfrio,water,dyfrio,mid,1016,3.743,59,5.53,5507,True,True,True,3s,51,True
pydru,rot,pydru,mid,1017,3.743,59,5.53,5498,True,True,True,3s,54,True
suro,sour,suro,mid,1018,3.743,59,5.53,5517,True,True,True,3s,54,True
symleiddio,simplify,symleiddio,mid,1019,3.743,59,5.53,5486,True,True,True,3s,51,True
arllwys,pour,arllwys,mid,1020,3.736,58,5.44,5549,True,True,True,3s,54,True
gloywi,brighten,gloywi,mid,1021,3.736,58,5.44,5542,True,True,True,3s,54,True
gwrthdroi,reverse,gwrthdroi,mid,1022,3.736,58,5.44,5538,True,True,True,3s,52,True
hofran,hover,hofran,mid,1023,3.736,58,5.44,5540,True,True,True,3s,54,True
nosi,become_night,nosi,mid,1024,3.736,58,5.44,5547,True,True,True,3s,54,True
smalio,joke,smalio,mid,1025,3.736,58,5.44,5528,True,True,True,3s,51,True
strwythuro,structure,strwythuro,mid,1026,3.736,58,5.44,5529,True,True,True,3s,54,True
ymgolli,lose_oneself,ymgolli,mid,1027,3.736,58,5.44,5543,True,True,True,3s,54,True
aredig,plough,aredig,mid,1028,3.728,57,5.35,5594,True,True,True,3s,101,True
cysegru,consecrate,cysegru,mid,1029,3.728,57,5.35,5597,True,True,True,3s,54,True
llamu,leap,llamu,mid,1030,3.728,57,5.35,5577,True,True,True,3s,59,True
puro,purify,puro,mid,1031,3.728,57,5.35,5599,True,True,True,3s,54,True
smocio,smoke,smocio,mid,1032,3.728,57,5.35,5576,True,True,True,3s,51,True
smwddio,iron,smwddio,mid,1033,3.728,57,5.35,5582,True,True,True,3s,51,True
trydar,twitter,trydar,mid,1034,3.728,57,5.35,5581,True,True,True,,42,True
celwyddo,lie,celwyddo,mid,1035,3.72,56,5.25,5626,True,True,True,3s,54,True
esgyn,ascend,esgyn,mid,1036,3.72,56,5.25,5616,True,True,True,3s,51,True
igian,hiccup,igian,mid,1037,3.72,56,5.25,5640,True,True,True,3s,51,True
sarnu,spill,sarnu,mid,1038,3.72,56,5.25,5628,True,True,True,3s,60,True
tywyllu,darken,tywyllu,mid,1039,3.72,56,5.25,5631,True,True,True,3s,54,True
bowlio,bowl,bowlio,mid,1040,3.713,55,5.16,5649,True,True,True,3s,51,True
didoli,segregate,didoli,mid,1041,3.713,55,5.16,5650,True,True,True,3s,54,True
llygru,corrupt,llygru,mid,1042,3.713,55,5.16,5644,True,True,True,3s,55,True
papuro,paper,papuro,mid,1043,3.713,55,5.16,5672,True,True,True,3s,54,True
rhifo,count,rhifo,mid,1044,3.713,55,5.16,5669,True,True,True,3s,54,True
sbecian,peep,sbecian,mid,1045,3.713,55,5.16,5662,True,True,True,3s,51,True
tylino,knead,tylino,mid,1046,3.713,55,5.16,5658,True,True,True,3s,54,True
cerfio,carve,cerfio,mid,1047,3.705,54,5.07,5701,True,True,True,3s,51,True
cropian,crawl,cropian,mid,1048,3.705,54,5.07,5689,True,True,True,3s,51,True
cymodi,reconcile,cymodi,mid,1049,3.705,54,5.07,5678,True,True,True,3s,54,True
ffrwyno,bridle,ffrwyno,mid,1050,3.705,54,5.07,5694,True,True,True,3s,54,True
llafurio,labour,llafurio,mid,1051,3.705,54,5.07,5698,True,True,True,3s,51,True
sathru,trample,sathru,mid,1052,3.705,54,5.07,5722,True,True,True,3s,60,True
sgio,ski,sgio,mid,1053,3.705,54,5.07,5703,True,True,True,3s,51,True
ymbil,implore,ymbil,mid,1054,3.705,54,5.07,5686,True,True,True,3s,51,True
amneidio,nod,amneidio,mid,1055,3.696,53,4.97,5765,True,True,True,3s,51,True
chwynnu,weed,chwynnu,mid,1056,3.696,53,4.97,5747,True,True,True,3s,54,True
drafftio,draft,drafftio,mid,1057,3.696,53,4.97,5739,True,True,True,3s,51,True
gwrthryfela,rebel,gwrthryfela,mid,1058,3.696,53,4.97,5752,True,True,True,3s,54,True
meddalu,soften,meddalu,mid,1059,3.696,53,4.97,5758,True,True,True,3s,58,True
petruso,hesitate,petruso,mid,1060,3.696,53,4.97,5766,True,True,True,3s,54,True
serio,sear,serio,mid,1061,3.696,53,4.97,5756,True,True,True,3s,51,True
sylwebu,commentate,sylwebu,mid,1062,3.696,53,4.97,5733,True,True,True,3s,54,True
ymddiried,trust,ymddiried,mid,1063,3.696,53,4.97,5743,True,True,True,3s,54,True
ad-drefnu,reorganise,ad-drefnu,mid,1064,3.688,52,4.88,5806,True,True,True,3s,54,True
ailddysgu,relearn,ailddysgu,mid,1065,3.688,52,4.88,5789,True,True,True,3s,54,True
busnesa,meddle,busnesa,mid,1066,3.688,52,4.88,5769,True,True,True,3s,54,True
clustfeinio,listen_hard,clustfeinio,mid,1067,3.688,52,4.88,5770,True,True,True,3s,51,True
clwydo,roost,clwydo,mid,1068,3.688,52,4.88,5772,True,True,True,3s,54,True
cwestio,hold_an inquiry,cwestio,mid,1069,3.688,52,4.88,5780,True,True,True,3s,51,True
dominyddu,dominate,dominyddu,mid,1070,3.688,52,4.88,5804,True,True,True,3s,54,True
syrffedu,be_sick and tired of,syrffedu,mid,1071,3.688,52,4.88,5782,True,True,True,3s,54,True
trwytho,saturate,trwytho,mid,1072,3.688,52,4.88,5796,True,True,True,3s,54,True
twrio,burrow,twrio,mid,1073,3.688,52,4.88,5771,True,True,True,3s,51,True
amsugno,absorb,amsugno,mid,1074,3.679,51,4.78,5851,True,True,True,3s,54,True
caethiwo,imprison,caethiwo,mid,1075,3.679,51,4.78,5831,True,True,True,3s,54,True
carcu,take_heed,carcu,mid,1076,3.679,51,4.78,5815,True,True,True,3s,54,True
cochi,blush,cochi,mid,1077,3.679,51,4.78,5847,True,True,True,3s,54,True
crisialu,crystallise,crisialu,mid,1078,3.679,51,4.78,5828,True,True,True,3s,58,True
gresynu,deplore,gresynu,mid,1079,3.679,51,4.78,5835,True,True,True,3s,54,True
tyrchu,burrow,tyrchu,mid,1080,3.679,51,4.78,5817,True,True,True,3s,54,True
calonogi,encourage,calonogi,mid,1081,3.671,50,4.69,5874,True,True,True,3s,54,True
camddefnyddio,misuse,camddefnyddio,mid,1082,3.671,50,4.69,5892,True,True,True,3s,51,True
chwibanu,whistle,chwibanu,mid,1083,3.671,50,4.69,5895,True,True,True,3s,58,True
cyfaddawdu,compromise,cyfaddawdu,mid,1084,3.671,50,4.69,5875,True,True,True,3s,54,True
gesio,guess,gesio,mid,1085,3.671,50,4.69,5878,True,True,True,3s,51,True
llifio,saw,llifio,mid,1086,3.671,50,4.69,5888,True,True,True,3s,51,True
mwytho,fondle,mwytho,mid,1087,3.671,50,4.69,5870,True,True,True,3s,54,True
rwdlan,talk_rubbish,rwdlan,mid,1088,3.671,50,4.69,5884,True,True,True,3s,54,True
syfrdanu,astound,syfrdanu,mid,1089,3.671,50,4.69,5871,True,True,True,3s,54,True
cloriannu,balance,cloriannu,mid,1090,3.663,49,4.6,5936,True,True,True,3s,61,True
cracio,crack,cracio,mid,1091,3.663,49,4.6,5934,True,True,True,3s,51,True
cythruddo,provoke,cythruddo,mid,1092,3.663,49,4.6,5923,True,True,True,3s,54,True
drilio,drill,drilio,mid,1093,3.663,49,4.6,5948,True,True,True,3s,51,True
dryllio,shatter,dryllio,mid,1094,3.663,49,4.6,5953,True,True,True,3s,51,True
ffeilio,file,ffeilio,mid,1095,3.663,49,4.6,5902,True,True,True,3s,51,True
gohebu,correspond,gohebu,mid,1096,3.663,49,4.6,5915,True,True,True,3s,54,True
gwgu,frown,gwgu,mid,1097,3.663,49,4.6,5931,True,True,True,3s,54,True
rhwyfo,row,rhwyfo,mid,1098,3.663,49,4.6,5910,True,True,True,3s,54,True
sarhau,insult,sarhau,mid,1099,3.663,49,4.6,5914,True,True,True,3s,50,True
twymo,heat,twymo,mid,1100,3.663,49,4.6,5924,True,True,True,3s,54,True
caledu,harden,caledu,mid,1101,3.653,48,4.5,5974,True,True,True,3s,54,True
cynaeafu,harvest,cynaeafu,mid,1102,3.653,48,4.5,5973,True,True,True,3s,58,True
cynllwynio,scheme,cynllwynio,mid,1103,3.653,48,4.5,5956,True,True,True,3s,51,True
gormesu,oppress,gormesu,mid,1104,3.653,48,4.5,5962,True,True,True,3s,54,True
gwlychu,moisten,gwlychu,mid,1105,3.653,48,4.5,5982,True,True,True,3s,55,True
llesteirio,hinder,llesteirio,mid,1106,3.653,48,4.5,5976,True,True,True,3s,51,True
melltio,flash_lightning,melltio,mid,1107,3.653,48,4.5,5961,True,True,True,3s,51,True
breinio,honour,breinio,mid,1108,3.644,47,4.41,6041,True,True,True,3s,51,True
cwato,hide,cwato,mid,1109,3.644,47,4.41,6027,True,True,True,3s,54,True
distewi,silence,distewi,mid,1110,3.644,47,4.41,6044,True,True,True,3s,51,True
olynu,follow,olynu,mid,1111,3.644,47,4.41,6038,True,True,True,3s,54,True
allfudo,emigrate,allfudo,mid,1112,3.634,46,4.31,6053,True,True,True,3s,54,True
cydgyfeirio,converge,cydgyfeirio,mid,1113,3.634,46,4.31,6089,True,True,True,3s,51,True
herian,tease,herian,mid,1114,3.634,46,4.31,6061,True,True,True,3s,51,True
hyrddio,ram,hyrddio,mid,1115,3.634,46,4.31,6084,True,True,True,3s,51,True
mireinio,beautify,mireinio,mid,1116,3.634,46,4.31,6088,True,True,True,3s,51,True
rhathu,smooth,rhathu,mid,1117,3.634,46,4.31,6099,True,True,True,3s,54,True
teyrnasu,reign,teyrnasu,mid,1118,3.634,46,4.31,6071,True,True,True,3s,58,True
alltudio,exile,alltudio,mid,1119,3.625,45,4.22,6131,True,True,True,3s,51,True
aralleirio,paraphrase,aralleirio,mid,1120,3.625,45,4.22,6146,True,True,True,3s,51,True
bargeinio,bargain,bargeinio,mid,1121,3.625,45,4.22,6115,True,True,True,3s,51,True
cam,step,cam,mid,1122,3.625,45,4.22,6103,True,True,True,3s,60,True
clwyfo,wound,clwyfo,mid,1123,3.625,45,4.22,6126,True,True,True,3s,54,True
damcaniaethu,theorise,damcaniaethu,mid,1124,3.625,45,4.22,6154,True,True,True,3s,54,True
dychymyg,imagine,dychymyg,mid,1125,3.625,45,4.22,6106,True,True,True,3s,54,True
llowcio,gobble,llowcio,mid,1126,3.625,45,4.22,6133,True,True,True,3s,51,True
tywynnu,shine,tywynnu,mid,1127,3.625,45,4.22,6137,True,True,True,3s,54,True
ymylu,border,ymylu,mid,1128,3.625,45,4.22,6119,True,True,True,3s,54,True
angori,anchor,angori,mid,1129,3.616,44,4.13,6161,True,True,True,3s,54,True
archifo,archive,archifo,mid,1130,3.616,44,4.13,6175,True,True,True,3s,54,True
cynnu,light,cynnu,mid,1131,3.616,44,4.13,6206,True,True,True,3s,54,True
edwino,fade,edwino,mid,1132,3.616,44,4.13,6177,True,True,True,3s,54,True
gwenwyno,poison,gwenwyno,mid,1133,3.616,44,4.13,6193,True,True,True,3s,54,True
moderneiddio,modernise,moderneiddio,mid,1134,3.616,44,4.13,6186,True,True,True,3s,51,True
piso,piss,piso,mid,1135,3.616,44,4.13,6167,True,True,True,3s,54,True
sbario,spare,sbario,mid,1136,3.616,44,4.13,6190,True,True,True,3s,51,True
sglefrio,skate,sglefrio,mid,1137,3.616,44,4.13,6174,True,True,True,3s,51,True
torchi,coil,torchi,mid,1138,3.616,44,4.13,6162,True,True,True,3s,54,True
tyrru,heap,tyrru,mid,1139,3.616,44,4.13,6178,True,True,True,3s,55,True
atalnodi,punctuate,atalnodi,mid,1140,3.605,43,4.03,6253,True,True,True,3s,54,True
brasgamu,stride,brasgamu,mid,1141,3.605,43,4.03,6270,True,True,True,3s,60,True
cydbwyso,balance,cydbwyso,mid,1142,3.605,43,4.03,6275,True,True,True,3s,54,True
ecsbloetio,exploit,ecsbloetio,mid,1143,3.605,43,4.03,6284,True,True,True,3s,51,True
mwyara,blackberry,mwyara,mid,1144,3.605,43,4.03,6255,True,True,True,3s,58,True
ochri,support,ochri,mid,1145,3.605,43,4.03,6237,True,True,True,3s,54,True
pardduo,blacken,pardduo,mid,1146,3.605,43,4.03,6279,True,True,True,3s,54,True
rhodio,saunter,rhodio,mid,1147,3.605,43,4.03,6282,True,True,True,3s,51,True
sgwrio,scour,sgwrio,mid,1148,3.605,43,4.03,6259,True,True,True,3s,51,True
symbylu,motivate,symbylu,mid,1149,3.605,43,4.03,6231,True,True,True,3s,54,True
tiwnio,tune,tiwnio,mid,1150,3.605,43,4.03,6249,True,True,True,3s,51,True
apwyntio,appoint,apwyntio,mid,1151,3.595,42,3.94,6291,True,True,True,3s,51,True
clybio,club,clybio,mid,1152,3.595,42,3.94,6347,True,True,True,3s,51,True
crefu,implore,crefu,mid,1153,3.595,42,3.94,6301,True,True,True,3s,54,True
cyfareddu,bewitch,cyfareddu,mid,1154,3.595,42,3.94,6322,True,True,True,3s,54,True
erfyn,entreat,erfyn,mid,1155,3.595,42,3.94,6293,True,True,True,3s,51,True
hurio,hire,hurio,mid,1156,3.595,42,3.94,6333,True,True,True,3s,51,True
pentyrru,pile,pentyrru,mid,1157,3.595,42,3.94,6317,True,True,True,3s,54,True
siarsio,charge,siarsio,mid,1158,3.595,42,3.94,6325,True,True,True,3s,55,True
tonni,billow,tonni,mid,1159,3.595,42,3.94,6296,True,True,True,3s,54,True
ysgaru,divorce,ysgaru,mid,1160,3.595,42,3.94,6328,True,True,True,3s,54,True
brefu,bleat,brefu,mid,1161,3.585,41,3.85,6373,True,True,True,3s,54,True
britho,dapple,britho,mid,1162,3.585,41,3.85,6410,True,True,True,3s,55,True
cymhlethu,complicate,cymhlethu,mid,1163,3.585,41,3.85,6361,True,True,True,3s,51,True
delweddu,portray,delweddu,mid,1164,3.585,41,3.85,6353,True,True,True,3s,54,True
diogi,idle,diogi,mid,1165,3.585,41,3.85,6397,True,True,True,3s,54,True
gofidio,worry,gofidio,mid,1166,3.585,41,3.85,6388,True,True,True,3s,51,True
heintio,contaminate,heintio,mid,1167,3.585,41,3.85,6389,True,True,True,3s,51,True
hogi,whet,hogi,mid,1168,3.585,41,3.85,6369,True,True,True,3s,54,True
leinio,lash,leinio,mid,1169,3.585,41,3.85,6395,True,True,True,3s,51,True
unioni,straighten,unioni,mid,1170,3.585,41,3.85,6402,True,True,True,3s,54,True
ymbalfalu,grope,ymbalfalu,mid,1171,3.585,41,3.85,6393,True,True,True,3s,53,True
amgryptio,encrypt,amgryptio,mid,1172,3.574,40,3.75,6465,True,True,True,3s,51,True
chwyrlïo,whirl,chwyrlïo,mid,1173,3.574,40,3.75,6445,True,True,True,3s,51,True
cymreigio,cymricise,cymreigio,mid,1174,3.574,40,3.75,6436,True,True,True,3s,54,True
dedfrydu,sentence,dedfrydu,mid,1175,3.574,40,3.75,6460,True,True,True,3s,54,True
lladrata,rob,lladrata,mid,1176,3.574,40,3.75,6434,True,True,True,,42,True
llygadu,eye,llygadu,mid,1177,3.574,40,3.75,6428,True,True,True,3s,58,True
pontio,bridge,pontio,mid,1178,3.574,40,3.75,6456,True,True,True,3s,51,True
pwno,hit,pwno,mid,1179,3.574,40,3.75,6421,True,True,True,3s,54,True
tyllu,perforate,tyllu,mid,1180,3.574,40,3.75,6431,True,True,True,3s,54,True
annerch,address,annerch,mid,1181,3.563,39,3.66,6473,True,True,True,3s,54,True
arwyddocáu,signify,arwyddocáu,mid,1182,3.563,39,3.66,6533,True,True,True,3s,51,True
clustnodi,earmark,clustnodi,mid,1183,3.563,39,3.66,6492,True,True,True,3s,54,True
cyffredinoli,generalise,cyffredinoli,mid,1184,3.563,39,3.66,6500,True,True,True,3s,54,True
datod,undo,datod,mid,1185,3.563,39,3.66,6499,True,True,True,3s,55,True
gwawdio,mock,gwawdio,mid,1186,3.563,39,3.66,6482,True,True,True,3s,51,True
hepgor,omit,hepgor,mid,1187,3.563,39,3.66,6501,True,True,True,3s,54,True
ledio,lead,ledio,mid,1188,3.563,39,3.66,6495,True,True,True,3s,51,True
martsio,march,martsio,mid,1189,3.563,39,3.66,6532,True,True,True,3s,51,True
perchnogi,possess,perchnogi,mid,1190,3.563,39,3.66,6530,True,True,True,3s,54,True
poethi,warm,poethi,mid,1191,3.563,39,3.66,6480,True,True,True,3s,54,True
trawsffurfio,transform,trawsffurfio,mid,1192,3.563,39,3.66,6491,True,True,True,3s,51,True
ymdoddi,melt,ymdoddi,mid,1193,3.563,39,3.66,6504,True,True,True,3s,55,True
arfogi,arm,arfogi,mid,1194,3.551,38,3.56,6605,True,True,True,3s,54,True
clero,frisk,clero,mid,1195,3.551,38,3.56,6586,True,True,True,3s,54,True
cymathu,assimilate,cymathu,mid,1196,3.551,38,3.56,6555,True,True,True,3s,54,True
cysidro,consider,cysidro,mid,1197,3.551,38,3.56,6549,True,True,True,3s,54,True
dadlennu,reveal,dadlennu,mid,1198,3.551,38,3.56,6589,True,True,True,3s,54,True
ffrwtian,simmer,ffrwtian,mid,1199,3.551,38,3.56,6544,True,True,True,,42,True
gwnïo,sew,gwnïo,mid,1200,3.551,38,3.56,6535,True,True,True,3s,51,True
llochesu,shelter,llochesu,mid,1201,3.551,38,3.56,6598,True,True,True,3s,54,True
streicio,go_on strike,streicio,mid,1202,3.551,38,3.56,6599,True,True,True,3s,51,True
ymdeimlo,feel,ymdeimlo,mid,1203,3.551,38,3.56,6610,True,True,True,3s,54,True
busnesu,meddle,busnesu,mid,1204,3.54,37,3.47,6660,True,True,True,3s,54,True
cyfreithloni,legalise,cyfreithloni,mid,1205,3.54,37,3.47,6682,True,True,True,3s,54,True
dadfeilio,decline,dadfeilio,mid,1206,3.54,37,3.47,6647,True,True,True,3s,51,True
diwyro,straighten,diwyro,mid,1207,3.54,37,3.47,6678,True,True,True,3s,54,True
gwefru,charge,gwefru,mid,1208,3.54,37,3.47,6633,True,True,True,,42,True
gweinidogaethu,minister,gweinidogaethu,mid,1209,3.54,37,3.47,6639,True,True,True,3s,54,True
gwresogi,heat,gwresogi,mid,1210,3.54,37,3.47,6641,True,True,True,3s,54,True
llewygu,faint,llewygu,mid,1211,3.54,37,3.47,6658,True,True,True,3s,54,True
rhagdybied,presume,rhagdybied,mid,1212,3.54,37,3.47,6670,True,True,True,3s,51,True
swnian,grumble,swnian,mid,1213,3.54,37,3.47,6657,True,True,True,3s,51,True
taranu,thunder,taranu,mid,1214,3.54,37,3.47,6663,True,True,True,3s,54,True
weiro,wire,weiro,mid,1215,3.54,37,3.47,6667,True,True,True,3s,54,True
ymryson,contend,ymryson,mid,1216,3.54,37,3.47,6628,True,True,True,3s,54,True
bragu,brew,bragu,mid,1217,3.529,36,3.38,6745,True,True,True,3s,56,True
byrlymu,bubble,byrlymu,mid,1218,3.529,36,3.38,6720,True,True,True,3s,54,True
camddehongli,misinterpret,camddehongli,mid,1219,3.529,36,3.38,6714,True,True,True,3s,54,True
camdrin,ill-treat,camdrin,mid,1220,3.529,36,3.38,6775,True,True,True,3s,51,True
chwistrellu,spray,chwistrellu,mid,1221,3.529,36,3.38,6706,True,True,True,3s,54,True
