lemma,enlemma,verbnoun,tier,freq_rank,zipf,raw,per_million,rank,pres6,past6,imperf6,fut_persons,n_eurfa_rows,passes_coverage
atgyfodi,resurrect,atgyfodi,high,640,4.171,158,14.82,3490,True,True,True,3s,54,True
cadeirio,chair,cadeirio,high,641,4.171,158,14.82,3493,True,True,True,3s,51,True
carcharu,imprison,carcharu,high,642,4.171,158,14.82,3495,True,True,True,3s,61,True
mewnforio,import,mewnforio,high,643,4.171,158,14.82,3484,True,True,True,3s,51,True
synhwyro,sense,synhwyro,high,644,4.171,158,14.82,3496,True,True,True,3s,54,True
tarfu,disturb,tarfu,high,645,4.171,158,14.82,3480,True,True,True,3s,61,True
cilio,retreat,cilio,high,646,4.168,157,14.73,3505,True,True,True,3s,51,True
peryglu,endanger,peryglu,high,647,4.168,157,14.73,3506,True,True,True,3s,54,True
pryderu,worry,pryderu,high,648,4.165,156,14.63,3510,True,True,True,3s,54,True
bedyddio,baptise,bedyddio,high,649,4.163,155,14.54,3524,True,True,True,3s,51,True
chwifio,wave,chwifio,high,650,4.163,155,14.54,3519,True,True,True,3s,51,True
plethu,plait,plethu,high,651,4.16,154,14.45,3533,True,True,True,3s,54,True
diosg,divest,diosg,high,652,4.154,152,14.26,3550,True,True,True,,42,True
dyfeisio,invent,dyfeisio,high,653,4.154,152,14.26,3546,True,True,True,3s,54,True
ffrwydro,explode,ffrwydro,high,654,4.154,152,14.26,3551,True,True,True,3s,54,True
ymfalchïo,pride_oneself,ymfalchïo,high,655,4.154,152,14.26,3545,True,True,True,3s,51,True
dyrnu,thresh,dyrnu,high,656,4.151,151,14.16,3566,True,True,True,3s,54,True
clapio,clap,clapio,high,657,4.148,150,14.07,3578,True,True,True,3s,51,True
copïo,copy,copïo,high,658,4.148,150,14.07,3572,True,True,True,3s,51,True
bomio,bomb,bomio,high,659,4.146,149,13.98,3586,True,True,True,3s,51,True
ffafrio,favour,ffafrio,high,660,4.146,149,13.98,3583,True,True,True,3s,55,True
lleisio,voice,lleisio,high,661,4.146,149,13.98,3582,True,True,True,3s,51,True
cyffroi,excite,cyffroi,high,662,4.142,148,13.88,3591,True,True,True,3s,52,True
sticio,stick,sticio,high,663,4.142,148,13.88,3592,True,True,True,3s,51,True
wylo,weep,wylo,high,664,4.142,148,13.88,3590,True,True,True,3s,54,True
arafu,slow_down,arafu,high,665,4.14,147,13.79,3595,True,True,True,3s,58,True
cwmpasu,surround,cwmpasu,high,666,4.14,147,13.79,3600,True,True,True,3s,54,True
cyfateb,correspond_to,cyfateb,high,667,4.136,146,13.69,3618,True,True,True,3s,55,True
goresgyn,overcome,goresgyn,high,668,4.136,146,13.69,3617,True,True,True,3s,54,True
plismona,police,plismona,high,669,4.136,146,13.69,3623,True,True,True,3s,54,True
baglu,trip,baglu,high,670,4.134,145,13.6,3631,True,True,True,3s,54,True
efelychu,simulate,efelychu,high,671,4.134,145,13.6,3632,True,True,True,3s,54,True
rhwbio,rub,rhwbio,high,672,4.127,143,13.41,3656,True,True,True,3s,51,True
heneiddio,age,heneiddio,high,673,4.125,142,13.32,3675,True,True,True,3s,51,True
troedio,tread,troedio,high,674,4.125,142,13.32,3670,True,True,True,3s,51,True
ymladd,fight,ymladd,high,675,4.125,142,13.32,3661,True,True,True,3s,55,True
anrhydeddu,honour,anrhydeddu,high,676,4.122,141,13.23,3688,True,True,True,3s,54,True
diweddu,conclude,diweddu,high,677,4.122,141,13.23,3689,True,True,True,3s,54,True
gwyro,veer,gwyro,high,678,4.122,141,13.23,3681,True,True,True,3s,54,True
printio,print,printio,high,679,4.118,140,13.13,3706,True,True,True,3s,51,True
deddfu,decree,deddfu,high,680,4.115,139,13.04,3720,True,True,True,3s,54,True
gollwng,release,gollwng,high,681,4.115,139,13.04,3722,True,True,True,3s,56,True
ochneidio,sigh,ochneidio,high,682,4.115,139,13.04,3723,True,True,True,3s,51,True
tarddu,originate,tarddu,high,683,4.115,139,13.04,3716,True,True,True,3s,54,True
cefnu,turn_your back on,cefnu,high,684,4.112,138,12.94,3729,True,True,True,3s,54,True
ffrio,fry,ffrio,high,685,4.112,138,12.94,3728,True,True,True,3s,54,True
madru,fester,madru,high,686,4.112,138,12.94,3731,True,True,True,3s,54,True
gwaethygu,deteriorate,gwaethygu,high,687,4.109,137,12.85,3741,True,True,True,3s,54,True
gwaredu,remove,gwaredu,high,688,4.109,137,12.85,3739,True,True,True,3s,54,True
potelu,bottle,potelu,high,689,4.109,137,12.85,3742,True,True,True,3s,54,True
tanlinellu,underline,tanlinellu,high,690,4.109,137,12.85,3745,True,True,True,3s,54,True
cyfrifo,count,cyfrifo,high,691,4.106,136,12.76,3751,True,True,True,3s,54,True
amgylchynu,surround,amgylchynu,high,692,4.102,135,12.66,3758,True,True,True,3s,54,True
darbwyllo,urge,darbwyllo,high,693,4.102,135,12.66,3766,True,True,True,3s,54,True
adio,add,adio,high,694,4.099,134,12.57,3776,True,True,True,3s,51,True
clebran,prattle,clebran,high,695,4.099,134,12.57,3782,True,True,True,3s,54,True
gwersylla,camp,gwersylla,high,696,4.096,133,12.48,3787,True,True,True,3s,54,True
treiddio,penetrate,treiddio,high,697,4.096,133,12.48,3797,True,True,True,3s,51,True
sugno,suck,sugno,high,698,4.093,132,12.38,3800,True,True,True,3s,54,True
amseru,time,amseru,high,699,4.09,131,12.29,3818,True,True,True,3s,54,True
concro,conquer,concro,high,700,4.09,131,12.29,3808,True,True,True,3s,54,True
dirywio,deteriorate,dirywio,high,701,4.09,131,12.29,3812,True,True,True,3s,51,True
manylu,detail,manylu,high,702,4.09,131,12.29,3817,True,True,True,3s,54,True
nyrsio,nurse,nyrsio,high,703,4.09,131,12.29,3809,True,True,True,3s,51,True
gwibio,dart,gwibio,high,704,4.086,130,12.19,3827,True,True,True,3s,51,True
llori,cut_down,llori,high,705,4.086,130,12.19,3836,True,True,True,3s,54,True
sgipio,skip,sgipio,high,706,4.083,129,12.1,3853,True,True,True,3s,51,True
gwagio,empty,gwagio,high,707,4.08,128,12.01,3867,True,True,True,3s,55,True
sibrwd,whisper,sibrwd,high,708,4.08,128,12.01,3860,True,True,True,3s,54,True
uniaethu,identify_with,uniaethu,high,709,4.08,128,12.01,3857,True,True,True,3s,54,True
cyfoethogi,enrich,cyfoethogi,high,710,4.076,127,11.91,3872,True,True,True,3s,54,True
chwyddo,enlarge,chwyddo,high,711,4.073,126,11.82,3896,True,True,True,3s,55,True
diwallu,satisfy,diwallu,high,712,4.073,126,11.82,3889,True,True,True,3s,54,True
personoli,personify,personoli,high,713,4.073,126,11.82,3902,True,True,True,3s,54,True
ticio,tick,ticio,high,714,4.073,126,11.82,3886,True,True,True,3s,51,True
ymaelodi,become_a member,ymaelodi,high,715,4.073,126,11.82,3900,True,True,True,3s,54,True
arloesi,pioneer,arloesi,high,716,4.069,125,11.72,3909,True,True,True,3s,54,True
cyfarwyddo,direct,cyfarwyddo,high,717,4.069,125,11.72,3914,True,True,True,3s,54,True
stwffio,stuff,stwffio,high,718,4.069,125,11.72,3922,True,True,True,3s,51,True
ymwrthod,abstain,ymwrthod,high,719,4.069,125,11.72,3924,True,True,True,3s,54,True
cynhyrfu,agitate,cynhyrfu,high,720,4.062,123,11.54,3938,True,True,True,3s,51,True
amcangyfrif,estimate,amcangyfrif,high,721,4.058,122,11.44,3949,True,True,True,3s,54,True
dihuno,wake,dihuno,high,722,4.058,122,11.44,3948,True,True,True,3s,54,True
gwahardd,forbid,gwahardd,high,723,4.055,121,11.35,3963,True,True,True,3s,52,True
llefain,cry,llefain,high,724,4.055,121,11.35,3972,True,True,True,3s,54,True
cynganeddu,compose_verse,cynganeddu,high,725,4.052,120,11.26,3986,True,True,True,3s,54,True
etifeddu,inherit,etifeddu,high,726,4.052,120,11.26,3985,True,True,True,3s,54,True
ymfudo,emigrate,ymfudo,high,727,4.052,120,11.26,3982,True,True,True,3s,54,True
crogi,hang,crogi,high,728,4.048,119,11.16,4001,True,True,True,3s,54,True
cymell,urge,cymell,high,729,4.048,119,11.16,3996,True,True,True,3s,51,True
suo,buzz,suo,high,730,4.048,119,11.16,3994,True,True,True,3s,54,True
catalogio,catalogue,catalogio,high,731,4.044,118,11.07,4018,True,True,True,3s,51,True
darogan,predict,darogan,high,732,4.044,118,11.07,4012,True,True,True,3s,56,True
hollti,split,hollti,high,733,4.044,118,11.07,4005,True,True,True,3s,54,True
nodweddu,characterise,nodweddu,high,734,4.044,118,11.07,4015,True,True,True,3s,54,True
safio,save,safio,high,735,4.044,118,11.07,4010,True,True,True,3s,51,True
duo,blacken,duo,high,736,4.04,117,10.97,4029,True,True,True,3s,54,True
gwasgaru,scatter,gwasgaru,high,737,4.04,117,10.97,4023,True,True,True,3s,55,True
ordeinio,ordain,ordeinio,high,738,4.04,117,10.97,4031,True,True,True,3s,51,True
asio,join,asio,high,739,4.037,116,10.88,4041,True,True,True,3s,51,True
fflachio,flash,fflachio,high,740,4.037,116,10.88,4047,True,True,True,3s,51,True
ymdrin,strive_,ymdrin,high,741,4.037,116,10.88,4039,True,True,True,3s,52,True
lliniaru,ease,lliniaru,high,742,4.033,115,10.79,4057,True,True,True,3s,57,True
synfyfyrio,ponder,synfyfyrio,high,743,4.033,115,10.79,4065,True,True,True,3s,51,True
tacluso,tidy,tacluso,high,744,4.033,115,10.79,4061,True,True,True,3s,54,True
safoni,standardise,safoni,high,745,4.029,114,10.69,4082,True,True,True,3s,54,True
tagu,choke,tagu,high,746,4.029,114,10.69,4076,True,True,True,3s,54,True
corddi,churn,corddi,high,747,4.025,113,10.6,4100,True,True,True,3s,54,True
lleddfu,mitigate,lleddfu,high,748,4.025,113,10.6,4092,True,True,True,3s,54,True
walio,wall,walio,high,749,4.025,113,10.6,4102,True,True,True,3s,51,True
adfywio,resuscitate,adfywio,high,750,4.022,112,10.51,4110,True,True,True,3s,51,True
brolio,boast,brolio,high,751,4.017,111,10.41,4122,True,True,True,3s,51,True
gwynnu,whiten,gwynnu,high,752,4.017,111,10.41,4130,True,True,True,3s,54,True
hudo,captivate,hudo,high,753,4.017,111,10.41,4118,True,True,True,3s,54,True
pendroni,bewilder,pendroni,high,754,4.017,111,10.41,4119,True,True,True,3s,54,True
poeri,spit,poeri,high,755,4.017,111,10.41,4134,True,True,True,3s,54,True
siwtio,suit,siwtio,high,756,4.017,111,10.41,4123,True,True,True,3s,51,True
gwagu,empty,gwagu,high,757,4.014,110,10.32,4152,True,True,True,3s,58,True
modelu,model,modelu,high,758,4.014,110,10.32,4137,True,True,True,3s,54,True
pilio,peel,pilio,high,759,4.014,110,10.32,4141,True,True,True,3s,51,True
rhuo,roar,rhuo,high,760,4.014,110,10.32,4136,True,True,True,3s,54,True
canmol,praise,canmol,high,761,4.009,109,10.22,4157,True,True,True,3s,54,True
goruchwylio,supervise,goruchwylio,high,762,4.009,109,10.22,4159,True,True,True,3s,51,True
gwaddoli,endow,gwaddoli,high,763,4.009,109,10.22,4158,True,True,True,3s,54,True
hau,sow,hau,high,764,4.009,109,10.22,4161,True,True,True,3s,54,True
llofruddio,murder,llofruddio,high,765,4.009,109,10.22,4169,True,True,True,3s,51,True
nesáu,approach,nesáu,high,766,4.009,109,10.22,4156,True,True,True,3s,51,True
tracio,track,tracio,high,767,4.009,109,10.22,4167,True,True,True,3s,51,True
crymu,stoop,crymu,high,768,4.006,108,10.13,4179,True,True,True,3s,54,True
taclo,tackle,taclo,high,769,4.006,108,10.13,4171,True,True,True,3s,54,True
bridio,breed,bridio,high,770,4.002,107,10.04,4185,True,True,True,3s,51,True
cachu,shit,cachu,high,771,4.002,107,10.04,4190,True,True,True,3s,54,True
mwydro,bewilder,mwydro,high,772,4.002,107,10.04,4194,True,True,True,3s,54,True
bradychu,betray,bradychu,high,773,3.997,106,9.94,4226,True,True,True,3s,54,True
esblygu,explain,esblygu,high,774,3.997,106,9.94,4213,True,True,True,3s,54,True
prysuro,hurry,prysuro,high,775,3.997,106,9.94,4211,True,True,True,3s,54,True
bownsio,bounce,bownsio,high,776,3.993,105,9.85,4245,True,True,True,3s,51,True
diystyru,despise,diystyru,high,777,3.993,105,9.85,4227,True,True,True,3s,54,True
llyfru,book,llyfru,high,778,3.993,105,9.85,4240,True,True,True,3s,54,True
meistroli,master,meistroli,high,779,3.993,105,9.85,4242,True,True,True,3s,54,True
temtio,tempt,temtio,high,780,3.993,105,9.85,4243,True,True,True,3s,51,True
blaenoriaethu,take_precedence,blaenoriaethu,high,781,3.989,104,9.76,4263,True,True,True,3s,54,True
canoli,centralise,canoli,high,782,3.985,103,9.66,4284,True,True,True,3s,54,True
dyrannu,dissect,dyrannu,high,783,3.985,103,9.66,4286,True,True,True,3s,54,True
gorchymyn,command,gorchymyn,high,784,3.985,103,9.66,4274,True,True,True,3s,51,True
llawenhau,rejoice,llawenhau,high,785,3.985,103,9.66,4275,True,True,True,3s,50,True
penio,head,penio,high,786,3.985,103,9.66,4287,True,True,True,3s,51,True
cosi,itch,cosi,high,787,3.981,102,9.57,4298,True,True,True,3s,54,True
dynwared,emulate,dynwared,high,788,3.981,102,9.57,4303,True,True,True,3s,54,True
treisio,rape,treisio,high,789,3.981,102,9.57,4304,True,True,True,3s,51,True
aberthu,sacrifice,aberthu,high,790,3.976,101,9.47,4332,True,True,True,3s,55,True
brathu,bite,brathu,high,791,3.976,101,9.47,4318,True,True,True,3s,56,True
difrodi,despoil,difrodi,high,792,3.976,101,9.47,4316,True,True,True,3s,54,True
dyheu,long_for,dyheu,high,793,3.976,101,9.47,4325,True,True,True,3s,54,True
gorchfygu,conquer,gorchfygu,high,794,3.976,101,9.47,4331,True,True,True,3s,55,True
iacháu,heal,iacháu,high,795,3.976,101,9.47,4326,True,True,True,3s,51,True
carthu,muck_out,carthu,high,796,3.972,100,9.38,4355,True,True,True,3s,58,True
hanu,originate,hanu,high,797,3.972,100,9.38,4339,True,True,True,3s,54,True
picio,dart,picio,high,798,3.972,100,9.38,4336,True,True,True,3s,51,True
trigo,die,trigo,high,799,3.972,100,9.38,4341,True,True,True,3s,108,True
chwilota,search,chwilota,high,800,3.968,99,9.29,4361,True,True,True,3s,54,True
cysuro,comfort,cysuro,high,801,3.968,99,9.29,4367,True,True,True,3s,54,True
darlithio,lecture,darlithio,high,802,3.968,99,9.29,4372,True,True,True,3s,51,True
llwgrwobrwyo,bribe,llwgrwobrwyo,high,803,3.968,99,9.29,4366,True,True,True,3s,54,True
ufuddhau,obey,ufuddhau,high,804,3.968,99,9.29,4364,True,True,True,3s,50,True
ymroi,devote_oneself,ymroi,high,805,3.968,99,9.29,4365,True,True,True,3s,51,True
esgusodi,excuse,esgusodi,high,806,3.963,98,9.19,4381,True,True,True,3s,54,True
hiraethu,long_for,hiraethu,high,807,3.963,98,9.19,4391,True,True,True,3s,54,True
plymio,plumb,plymio,high,808,3.963,98,9.19,4377,True,True,True,3s,102,True
rhagori,exceed,rhagori,high,809,3.963,98,9.19,4383,True,True,True,3s,54,True
gwanhau,weaken,gwanhau,high,810,3.959,97,9.1,4413,True,True,True,3s,53,True
trawsnewid,convert,trawsnewid,high,811,3.959,97,9.1,4398,True,True,True,3s,54,True
trysori,treasure,trysori,high,812,3.959,97,9.1,4397,True,True,True,3s,54,True
pylu,fade,pylu,high,813,3.954,96,9.0,4429,True,True,True,3s,54,True
rhostio,roast,rhostio,high,814,3.954,96,9.0,4424,True,True,True,3s,51,True
swno,sound,swno,high,815,3.954,96,9.0,4433,True,True,True,3s,54,True
adennill,recover,adennill,high,816,3.95,95,8.91,4439,True,True,True,3s,54,True
adleisio,resound,adleisio,high,817,3.95,95,8.91,4452,True,True,True,3s,51,True
bygwth,threaten,bygwth,high,818,3.95,95,8.91,4441,True,True,True,3s,52,True
camarwain,mislead,camarwain,high,819,3.945,94,8.82,4469,True,True,True,3s,51,True
cnocio,knock,cnocio,high,820,3.945,94,8.82,4473,True,True,True,3s,51,True
drewi,stink,drewi,high,821,3.945,94,8.82,4474,True,True,True,3s,54,True
ffraeo,quarrel,ffraeo,high,822,3.945,94,8.82,4470,True,True,True,3s,54,True
proffwydo,prophesy,proffwydo,high,823,3.945,94,8.82,4475,True,True,True,3s,54,True
swyno,enchant,swyno,high,824,3.945,94,8.82,4465,True,True,True,3s,54,True
ymgasglu,congregate,ymgasglu,high,825,3.945,94,8.82,4466,True,True,True,3s,58,True
cydlynu,cohere,cydlynu,high,826,3.941,93,8.72,4487,True,True,True,3s,54,True
dienyddio,execute,dienyddio,high,827,3.941,93,8.72,4496,True,True,True,3s,51,True
fframio,frame,fframio,high,828,3.941,93,8.72,4495,True,True,True,3s,51,True
pesgi,fatten,pesgi,high,829,3.941,93,8.72,4494,True,True,True,3s,51,True
seinio,resound,seinio,high,830,3.941,93,8.72,4490,True,True,True,3s,51,True
urddo,honour,urddo,mid,831,3.941,93,8.72,4484,True,True,True,3s,54,True
heidio,swarm,heidio,mid,832,3.936,92,8.63,4506,True,True,True,3s,51,True
awdurdodi,authorise,awdurdodi,mid,833,3.931,91,8.54,4539,True,True,True,3s,54,True
cusanu,kiss,cusanu,mid,834,3.931,91,8.54,4529,True,True,True,3s,58,True
diswyddo,dismiss,diswyddo,mid,835,3.931,91,8.54,4527,True,True,True,3s,54,True
gwingo,writhe,gwingo,mid,836,3.931,91,8.54,4535,True,True,True,3s,54,True
reidio,ride,reidio,mid,837,3.931,91,8.54,4528,True,True,True,3s,51,True
siapio,shape,siapio,mid,838,3.931,91,8.54,4533,True,True,True,3s,51,True
cyfro,cover,cyfro,mid,839,3.926,90,8.44,4547,True,True,True,3s,54,True
esgeuluso,neglect,esgeuluso,mid,840,3.926,90,8.44,4560,True,True,True,3s,54,True
rhesymu,reason,rhesymu,mid,841,3.926,90,8.44,4548,True,True,True,3s,54,True
sganio,scan,sganio,mid,842,3.926,90,8.44,4552,True,True,True,3s,51,True
sgleinio,polish,sgleinio,mid,843,3.926,90,8.44,4555,True,True,True,3s,51,True
troelli,spin,troelli,mid,844,3.926,90,8.44,4551,True,True,True,3s,54,True
ymledu,spread,ymledu,mid,845,3.926,90,8.44,4558,True,True,True,3s,54,True
dadorchuddio,reveal,dadorchuddio,mid,846,3.922,89,8.35,4579,True,True,True,,42,True
arlwyo,cater,arlwyo,mid,847,3.916,88,8.25,4592,True,True,True,3s,54,True
callio,get_wiser,callio,mid,848,3.916,88,8.25,4603,True,True,True,3s,54,True
galaru,wail,galaru,mid,849,3.916,88,8.25,4607,True,True,True,3s,58,True
llanw,fill,llanw,mid,850,3.916,88,8.25,4595,True,True,True,3s,56,True
rhaglennu,programme,rhaglennu,mid,851,3.916,88,8.25,4605,True,True,True,3s,54,True
tramgwyddo,stumble,tramgwyddo,mid,852,3.916,88,8.25,4604,True,True,True,3s,54,True
cysoni,reconcile,cysoni,mid,853,3.912,87,8.16,4622,True,True,True,3s,56,True
diflasu,be_fed up with,diflasu,mid,854,3.912,87,8.16,4626,True,True,True,3s,54,True
gwawrio,dawn,gwawrio,mid,855,3.912,87,8.16,4624,True,True,True,3s,51,True
meindio,mind,meindio,mid,856,3.912,87,8.16,4631,True,True,True,3s,51,True
priodoli,attribute,priodoli,mid,857,3.912,87,8.16,4636,True,True,True,3s,54,True
twtio,tidy,twtio,mid,858,3.912,87,8.16,4633,True,True,True,3s,51,True
gwreiddio,root,gwreiddio,mid,859,3.907,86,8.07,4645,True,True,True,3s,51,True
hel,collect,hel,mid,860,3.907,86,8.07,4650,True,True,True,3s,54,True
labelu,label,labelu,mid,861,3.907,86,8.07,4657,True,True,True,3s,54,True
newyddiadura,be_a journalist,newyddiadura,mid,862,3.907,86,8.07,4664,True,True,True,3s,54,True
tisio,sneeze,tisio,mid,863,3.907,86,8.07,4652,True,True,True,3s,51,True
meddwi,get_drunk,meddwi,mid,864,3.901,85,7.97,4673,True,True,True,3s,54,True
ymsefydlu,settle,ymsefydlu,mid,865,3.901,85,7.97,4677,True,True,True,3s,54,True
byseddu,finger,byseddu,mid,866,3.897,84,7.88,4716,True,True,True,3s,54,True
lluchio,throw,lluchio,mid,867,3.897,84,7.88,4712,True,True,True,3s,51,True
arogli,smell,arogli,mid,868,3.892,83,7.79,4736,True,True,True,3s,54,True
atseinio,resound,atseinio,mid,869,3.892,83,7.79,4733,True,True,True,3s,51,True
cydweithredu,co-operate,cydweithredu,mid,870,3.892,83,7.79,4737,True,True,True,3s,54,True
wyna,lamb,wyna,mid,871,3.892,83,7.79,4719,True,True,True,3s,54,True
bendithio,bless,bendithio,mid,872,3.886,82,7.69,4752,True,True,True,3s,51,True
bihafio,behave,bihafio,mid,873,3.886,82,7.69,4750,True,True,True,3s,51,True
cyferbynnu,contrast,cyferbynnu,mid,874,3.886,82,7.69,4754,True,True,True,3s,102,True
ebostio,email,ebostio,mid,875,3.886,82,7.69,4758,True,True,True,3s,51,True
jamio,jam,jamio,mid,876,3.886,82,7.69,4745,True,True,True,3s,51,True
traethu,pronounce,traethu,mid,877,3.886,82,7.69,4753,True,True,True,3s,54,True
chwysu,perspire,chwysu,mid,878,3.881,81,7.6,4766,True,True,True,3s,54,True
cronni,amass,cronni,mid,879,3.881,81,7.6,4774,True,True,True,3s,55,True
ffansïo,fancy,ffansïo,mid,880,3.881,81,7.6,4781,True,True,True,3s,51,True
llwyfannu,stage,llwyfannu,mid,881,3.881,81,7.6,4791,True,True,True,3s,55,True
sleifio,sneak,sleifio,mid,882,3.881,81,7.6,4780,True,True,True,3s,51,True
carlamu,gallop,carlamu,mid,883,3.875,80,7.5,4808,True,True,True,3s,58,True
chwipio,whip,chwipio,mid,884,3.875,80,7.5,4820,True,True,True,3s,51,True
dychryn,frighten,dychryn,mid,885,3.875,80,7.5,4805,True,True,True,3s,56,True
gwanu,pierce,gwanu,mid,886,3.875,80,7.5,4815,True,True,True,3s,58,True
mygu,smoke,mygu,mid,887,3.875,80,7.5,4822,True,True,True,3s,108,True
selio,seal,selio,mid,888,3.875,80,7.5,4796,True,True,True,3s,51,True
serennu,sparkle,serennu,mid,889,3.875,80,7.5,4799,True,True,True,3s,51,True
aeddfedu,mature,aeddfedu,mid,890,3.87,79,7.41,4850,True,True,True,3s,54,True
cyfarch,greet,cyfarch,mid,891,3.87,79,7.41,4840,True,True,True,3s,54,True
cyfranogi,participate_in,cyfranogi,mid,892,3.87,79,7.41,4851,True,True,True,3s,54,True
gori,brood,gori,mid,893,3.87,79,7.41,4848,True,True,True,3s,54,True
hidlo,strain,hidlo,mid,894,3.87,79,7.41,4843,True,True,True,3s,51,True
mesuro,measure,mesuro,mid,895,3.87,79,7.41,4856,True,True,True,3s,54,True
teilwra,tailor,teilwra,mid,896,3.87,79,7.41,4857,True,True,True,3s,54,True
twnelu,tunnel,twnelu,mid,897,3.87,79,7.41,4837,True,True,True,3s,54,True
ymdebygu,resemble,ymdebygu,mid,898,3.87,79,7.41,4833,True,True,True,3s,54,True
pererinio,go_on a pilgrimage,pererinio,mid,899,3.865,78,7.32,4877,True,True,True,3s,51,True
pwdu,sulk,pwdu,mid,900,3.865,78,7.32,4882,True,True,True,3s,56,True
rhwydo,ensnare,rhwydo,mid,901,3.865,78,7.32,4864,True,True,True,3s,54,True
amddifadu,deprive,amddifadu,mid,902,3.859,77,7.22,4895,True,True,True,3s,59,True
dyblu,double,dyblu,mid,903,3.859,77,7.22,4901,True,True,True,3s,54,True
ailystyried,reconsider,ailystyried,mid,904,3.853,76,7.13,4917,True,True,True,3s,51,True
bancio,bank,bancio,mid,905,3.853,76,7.13,4916,True,True,True,3s,51,True
celu,conceal,celu,mid,906,3.853,76,7.13,4926,True,True,True,3s,54,True
hebrwng,escort,hebrwng,mid,907,3.853,76,7.13,4932,True,True,True,3s,54,True
taenu,spread,taenu,mid,908,3.853,76,7.13,4930,True,True,True,3s,54,True
atgynhyrchu,reproduce,atgynhyrchu,mid,909,3.847,75,7.03,4946,True,True,True,3s,51,True
clecian,tell_tales,clecian,mid,910,3.847,75,7.03,4953,True,True,True,3s,51,True
cneifio,shear,cneifio,mid,911,3.847,75,7.03,4954,True,True,True,3s,51,True
ebychu,gasp,ebychu,mid,912,3.847,75,7.03,4960,True,True,True,3s,54,True
hoywi,brighten,hoywi,mid,913,3.847,75,7.03,4965,True,True,True,3s,54,True
preifateiddio,privatise,preifateiddio,mid,914,3.847,75,7.03,4964,True,True,True,3s,51,True
bilio,bill,bilio,mid,915,3.841,74,6.94,4978,True,True,True,3s,51,True
gorymdeithio,march,gorymdeithio,mid,916,3.841,74,6.94,4969,True,True,True,3s,51,True
gwichian,squeak,gwichian,mid,917,3.841,74,6.94,4982,True,True,True,3s,51,True
ymlwybro,make_progress,ymlwybro,mid,918,3.841,74,6.94,4971,True,True,True,3s,54,True
blodeuo,flower,blodeuo,mid,919,3.836,73,6.85,5001,True,True,True,3s,54,True
cartrefu,inhabit,cartrefu,mid,920,3.836,73,6.85,5012,True,True,True,3s,54,True
cwpla,complete,cwpla,mid,921,3.836,73,6.85,5014,True,True,True,3s,54,True
meiddio,dare,meiddio,mid,922,3.836,73,6.85,4992,True,True,True,3s,53,True
morio,sail,morio,mid,923,3.836,73,6.85,4993,True,True,True,3s,51,True
pechu,sin,pechu,mid,924,3.836,73,6.85,5008,True,True,True,3s,54,True
rhwymo,bind,rhwymo,mid,925,3.836,73,6.85,4998,True,True,True,3s,54,True
rhythu,gape,rhythu,mid,926,3.836,73,6.85,5013,True,True,True,3s,54,True
ynysu,isolate,ynysu,mid,927,3.836,73,6.85,4985,True,True,True,3s,54,True
campio,camp,campio,mid,928,3.829,72,6.75,5027,True,True,True,3s,51,True
grymuso,strengthen,grymuso,mid,929,3.829,72,6.75,5030,True,True,True,3s,54,True
rhydu,rust,rhydu,mid,930,3.829,72,6.75,5034,True,True,True,3s,54,True
trafferthu,trouble,trafferthu,mid,931,3.829,72,6.75,5028,True,True,True,3s,54,True
ymddiswyddo,resign,ymddiswyddo,mid,932,3.829,72,6.75,5020,True,True,True,3s,54,True
ymhelaethu,enlarge_upon,ymhelaethu,mid,933,3.829,72,6.75,5043,True,True,True,3s,54,True
arteithio,torture,arteithio,mid,934,3.823,71,6.66,5064,True,True,True,3s,51,True
atgyweirio,repair,atgyweirio,mid,935,3.823,71,6.66,5046,True,True,True,3s,51,True
hoelio,nail,hoelio,mid,936,3.823,71,6.66,5061,True,True,True,3s,51,True
llacio,slacken,llacio,mid,937,3.823,71,6.66,5045,True,True,True,3s,51,True
llethu,oppress,llethu,mid,938,3.823,71,6.66,5065,True,True,True,3s,54,True
rowlio,roll,rowlio,mid,939,3.823,71,6.66,5057,True,True,True,3s,51,True
ysgwyddo,shoulder,ysgwyddo,mid,940,3.823,71,6.66,5055,True,True,True,3s,54,True
bychanu,belittle,bychanu,mid,941,3.818,70,6.57,5091,True,True,True,3s,58,True
clodfori,praise,clodfori,mid,942,3.818,70,6.57,5074,True,True,True,3s,54,True
haeru,contend,haeru,mid,943,3.818,70,6.57,5104,True,True,True,3s,54,True
tincial,tinkle,tincial,mid,944,3.818,70,6.57,5112,True,True,True,3s,54,True
aflonyddu,disturb,aflonyddu,mid,945,3.811,69,6.47,5133,True,True,True,3s,54,True
cannu,bleach,cannu,mid,946,3.811,69,6.47,5148,True,True,True,3s,54,True
ciwio,queue,ciwio,mid,947,3.811,69,6.47,5150,True,True,True,3s,51,True
closio,draw_close,closio,mid,948,3.811,69,6.47,5132,True,True,True,3s,51,True
croniclo,chronicle,croniclo,mid,949,3.811,69,6.47,5140,True,True,True,3s,54,True
cydsynio,agree,cydsynio,mid,950,3.811,69,6.47,5152,True,True,True,3s,51,True
diferu,drip,diferu,mid,951,3.811,69,6.47,5138,True,True,True,3s,54,True
llorio,floor,llorio,mid,952,3.811,69,6.47,5117,True,True,True,3s,51,True
