verb,zipf
divergir,2.405
descoser,2.404
reunificar,2.403
reptar,2.403
malvivir,2.403
connotar,2.398
escolarizar,2.396
desecar,2.396
cachear,2.396
coagular,2.395
mentalizar,2.395
desmejorar,2.395
trocear,2.394
vagabundear,2.394
engatusar,2.393
transmutar,2.391
enviudar,2.39
soterrar,2.39
traquetear,2.389
amotinar,2.388
chismear,2.386
atomizar,2.386
enmarañar,2.386
fenecer,2.382
departir,2.381
esquilmar,2.38
avizorar,2.38
chismorrear,2.38
aromatizar,2.379
bonificar,2.375
insuflar,2.373
desposar,2.373
repintar,2.373
aserrar,2.373
embobar,2.371
martillear,2.37
maullar,2.369
eclosionar,2.368
otear,2.368
atiborrar,2.368
alomar,2.366
yuxtaponer,2.364
forestar,2.364
encajonar,2.363
emparedar,2.363
enmudecer,2.362
derruir,2.362
desvalorizar,2.361
expender,2.36
mangonear,2.359
remachar,2.359
desenfundar,2.358
mejer,2.358
desplumar,2.357
acunar,2.356
arriar,2.355
macular,2.352
enhebrar,2.352
entronizar,2.352
inmunizar,2.351
enrojecer,2.351
jalonar,2.351
garabatear,2.349
estatizar,2.348
amansar,2.348
abducir,2.348
rebuznar,2.347
impostar,2.345
pelotear,2.344
cuadricular,2.338
pololear,2.337
desintoxicar,2.334
descontinuar,2.333
encestar,2.332
inmiscuir,2.332
chamuscar,2.331
desandar,2.33
culpabilizar,2.329
aleccionar,2.329
mordisquear,2.329
heder,2.329
parchar,2.328
deshojar,2.328
trascurrir,2.328
impacientar,2.328
descreer,2.326
anegar,2.326
declamar,2.323
descorchar,2.321
humear,2.321
lactar,2.319
descabezar,2.318
depredar,2.317
relinchar,2.317
ennoblecer,2.316
refunfuñar,2.314
enternecer,2.314
desclasificar,2.313
enemistar,2.312
prefigurar,2.312
desarreglar,2.312
desvalijar,2.309
reestrenar,2.309
remozar,2.307
escorar,2.304
atemperar,2.303
travestir,2.303
enfundar,2.3
robustecer,2.298
ennegrecer,2.298
transponer,2.297
empollar,2.291
enlodar,2.29
cuchichear,2.29
entintar,2.29
sodomizar,2.289
decolorar,2.288
avocar,2.286
procrastinar,2.285
carbonizar,2.283
reasegurar,2.281
carraspear,2.281
energizar,2.279
beatificar,2.279
zambullir,2.278
desteñir,2.276
circunvalar,2.275
ulular,2.275
desdecir,2.275
reverdecer,2.274
entrecerrar,2.274
alagar,2.274
trasportar,2.271
universalizar,2.27
vocalizar,2.27
aclimatar,2.27
empanar,2.27
apalancar,2.269
horadar,2.268
enjugar,2.268
desovar,2.267
desfavorecer,2.264
verdear,2.264
encarrilar,2.261
revaluar,2.26
ahuecar,2.26
amurar,2.26
perjurar,2.259
reexaminar,2.258
deslucir,2.258
espolear,2.257
alivianar,2.254
deforestar,2.254
reeducar,2.253
desenrollar,2.251
informatizar,2.251
abollar,2.25
centellear,2.249
mensurar,2.248
manotear,2.247
aprovisionar,2.246
enlucir,2.246
desenvainar,2.244
regurgitar,2.244
trastear,2.243
ametrallar,2.243
cincelar,2.243
sobredimensionar,2.241
repreguntar,2.239
trivializar,2.238
acicalar,2.238
lacerar,2.238
excarcelar,2.236
alfabetizar,2.235
amainar,2.235
engranar,2.233
titilar,2.233
palmear,2.233
ionizar,2.233
bruñir,2.231
vocear,2.23
cooptar,2.226
encrespar,2.223
politiquear,2.221
desaprender,2.22
lotear,2.22
recocer,2.217
granjear,2.214
holgazanear,2.213
arrogar,2.212
crepitar,2.211
apabullar,2.211
zigzaguear,2.211
orzar,2.211
demeritar,2.21
despolitizar,2.208
desencajar,2.207
bascular,2.206
contornear,2.206
cavilar,2.204
subrogar,2.202
embrutecer,2.201
burbujear,2.2
endiosar,2.198
presurizar,2.198
estratificar,2.197
transplantar,2.196
devanar,2.196
disgregar,2.195
trapichear,2.195
embotar,2.195
cohibir,2.194
cañonear,2.193
parchear,2.191
trasponer,2.191
apostatar,2.189
engarzar,2.189
desmadrar,2.188
entumecer,2.188
canturrear,2.187
ensillar,2.186
ornar,2.185
deshuesar,2.184
entubar,2.182
magullar,2.182
reinsertar,2.18
supurar,2.18
desafectar,2.18
afluir,2.176
desenfocar,2.174
aparar,2.172
trocar,2.169
anexionar,2.168
gimotear,2.166
sisear,2.166
instrumentalizar,2.163
amaestrar,2.162
emplumar,2.162
rebalsar,2.158
mediatizar,2.158
tronchar,2.155
gasear,2.154
circuncidar,2.153
zapear,2.153
readmitir,2.152
revalorar,2.151
fanfarronear,2.151
rasguear,2.151
filetear,2.149
repagar,2.149
varear,2.148
confraternizar,2.147
enjabonar,2.146
inquirir,2.145
callejear,2.145
basurear,2.141
escapular,2.14
preseleccionar,2.14
reabsorber,2.139
esmerilar,2.138
descentrar,2.138
entrecomillar,2.138
compulsar,2.137
desunir,2.136
acompasar,2.136
reedificar,2.135
hidrolizar,2.134
amoblar,2.132
desgravar,2.131
pivotar,2.131
tecnificar,2.13
inervar,2.13
polinizar,2.127
autografiar,2.127
opositar,2.125
descarriar,2.125
fagocitar,2.122
sobrestimar,2.122
aguzar,2.119
empalagar,2.119
gorjear,2.119
enyesar,2.118
vaguear,2.116
cimbrar,2.116
sonsacar,2.115
puentear,2.115
entallar,2.115
entreabrir,2.115
peticionar,2.114
esquematizar,2.113
moralizar,2.112
elucubrar,2.111
encamar,2.111
comisar,2.111
graznar,2.11
discontinuar,2.109
embadurnar,2.109
idiotizar,2.108
gratificar,2.106
sobrecalentar,2.106
coproducir,2.104
usufructuar,2.1
chapear,2.1
empolvar,2.1
resollar,2.1
refaccionar,2.096
piropear,2.094
singar,2.093
desguazar,2.092
percutir,2.089
conculcar,2.087
abrogar,2.085
apechugar,2.083
fibrilar,2.083
zurcir,2.083
gratinar,2.082
encalar,2.082
repiquetear,2.082
encurtir,2.082
agigantar,2.081
flojear,2.08
concatenar,2.077
prevaricar,2.075
birlar,2.074
trampear,2.072
moquear,2.072
cauterizar,2.07
encolar,2.07
abrillantar,2.069
tironear,2.068
rumbear,2.067
propalar,2.066
trasquilar,2.066
erogar,2.065
colegir,2.064
pergeñar,2.063
refractar,2.062
croar,2.06
amistar,2.06
envilecer,2.06
boquear,2.058
escamotear,2.057
reportear,2.056
jartar,2.054
cristianizar,2.053
portear,2.053
autentificar,2.051
mascullar,2.05
chisporrotear,2.05
aquietar,2.048
desatascar,2.047
desempatar,2.047
desgajar,2.046
barruntar,2.046
vigorizar,2.043
amilanar,2.042
frustar,2.042
descontaminar,2.041
desvirgar,2.039
enceguecer,2.037
hostilizar,2.033
chulear,2.033
desairar,2.032
erupcionar,2.032
blasonar,2.032
impermeabilizar,2.029
prorratear,2.029
empastar,2.028
plastificar,2.027
cuartear,2.025
paladear,2.02
encañonar,2.02
descollar,2.018
negrear,2.015
abjurar,2.014
desbrozar,2.014
quintuplicar,2.012
revirar,2.012
mitificar,2.011
despeñar,2.011
desenganchar,2.009
acuartelar,2.007
remecer,2.006
pasteurizar,2.004
transfigurar,2.004
abotonar,2.001
musitar,2.001
punzar,1.998
repelar,1.997
carnear,1.995
españolizar,1.994
interpolar,1.992
atosigar,1.991
aprontar,1.99
amarillear,1.99
reemprender,1.986
entibiar,1.986
hambrear,1.986
obnubilar,1.981
desinflamar,1.98
desagregar,1.98
secularizar,1.978
adecentar,1.977
gambetear,1.977
apacentar,1.977
desenmarañar,1.97
inhumar,1.97
bailotear,1.97
achicharrar,1.968
trasferir,1.965
singularizar,1.964
trajinar,1.963
entresacar,1.96
expedientar,1.958
endilgar,1.957
salpimentar,1.955
desempacar,1.955
subsumir,1.954
desperdigar,1.954
trasvasar,1.951
descompensar,1.95
magnetizar,1.949
apretujar,1.949
conceptuar,1.948
honorar,1.943
retrucar,1.941
empantanar,1.941
sojuzgar,1.94
iterar,1.94
trinchar,1.938
pertrechar,1.934
tamborilear,1.933
amolar,1.931
bracear,1.926
sobrealimentar,1.926
destetar,1.924
desacoplar,1.923
explosionar,1.919
subarrendar,1.918
federalizar,1.917
vulcanizar,1.915
desalar,1.914
cachetear,1.912
vivificar,1.912
descolonizar,1.91
troquelar,1.91
farfullar,1.908
sugestionar,1.907
castellanizar,1.907
engastar,1.907
complotar,1.906
luxar,1.905
bastardear,1.902
taconear,1.9
chochear,1.899
minorar,1.898
caramelizar,1.897
replantar,1.896
abrevar,1.896
divinizar,1.895
rezongar,1.894
exfoliar,1.893
ensordecer,1.892
desajustar,1.89
pitear,1.889
pendejear,1.888
auscultar,1.888
desempaquetar,1.886
obscurecer,1.885
descorrer,1.884
dulcificar,1.884
olisquear,1.884
driblar,1.881
precautelar,1.88
besuquear,1.88
imantar,1.88
regentear,1.875
rembolsar,1.874
atrancar,1.87
fisgonear,1.867
leudar,1.867
detraer,1.866
apercibir,1.866
nidificar,1.864
poetizar,1.862
enrocar,1.86
despintar,1.86
abominar,1.859
alicatar,1.853
minusvalorar,1.852
escaquear,1.852
despabilar,1.849
cerciorar,1.848
emborronar,1.846
escampar,1.844
embromar,1.843
galantear,1.842
misionar,1.84
sestear,1.84
rebrotar,1.838
expurgar,1.838
catequizar,1.836
reimplantar,1.834
insonorizar,1.827
entrampar,1.827
climatizar,1.827
receptar,1.825
rehogar,1.822
encordar,1.82
vindicar,1.819
desbastar,1.816
confitar,1.816
adsorber,1.815
asolear,1.814
deglutir,1.811
chicanear,1.806
lancear,1.806
intubar,1.805
acaudillar,1.804
occidentalizar,1.803
sobrescribir,1.802
reblandecer,1.802
burocratizar,1.801
acaecer,1.8
parrandear,1.797
revindicar,1.797
malvender,1.782
ratear,1.782
resembrar,1.782
ocluir,1.781
escalfar,1.777
soliviantar,1.772
baldear,1.771
protocolizar,1.766
redituar,1.766
obturar,1.76
pintarrajear,1.76
deshinchar,1.76
cucharear,1.753
guarecer,1.752
enfangar,1.751
fanatizar,1.751
elucidar,1.75
patentizar,1.747
desflorar,1.745
acidificar,1.741
ajuntar,1.74
edulcorar,1.739
concernir,1.739
regionalizar,1.734
guitarrear,1.733
amartillar,1.727
desnucar,1.726
propasar,1.725
diminuir,1.723
papear,1.723
sobreproteger,1.723
particularizar,1.721
desenroscar,1.719
envainar,1.717
insensibilizar,1.716
colectivizar,1.712
arrumbar,1.702
potabilizar,1.7
desfogar,1.698
apapachar,1.696
pleitear,1.695
desengrasar,1.695
resanar,1.694
tiranizar,1.69
advenir,1.688
deificar,1.687
morigerar,1.683
desnivelar,1.683
cuadriplicar,1.681
descascarar,1.68
embalsar,1.68
tremolar,1.68
alborear,1.679
trastabillar,1.678
sacralizar,1.678
malmeter,1.677
emulsionar,1.672
forrajear,1.67
readaptar,1.667
calafatear,1.667
despersonalizar,1.662
descabalgar,1.657
descasar,1.652
solemnizar,1.65
hermosear,1.647
desmalezar,1.643
pavear,1.643
acrecer,1.64
circunnavegar,1.64
desmilitarizar,1.639
desabastecer,1.623
apisonar,1.622
convalecer,1.622
inseminar,1.618
achantar,1.618
europeizar,1.617
desarbolar,1.613
domeñar,1.61
vichar,1.61
escanciar,1.603
manguear,1.602
emponzoñar,1.601
fisgar,1.6
municipalizar,1.599
reasentar,1.597
payasear,1.597
machetear,1.595
azocar,1.59
matraquear,1.589
islamizar,1.587
desacomodar,1.587
miniaturizar,1.587
vulgarizar,1.585
polimerizar,1.583
desbarrar,1.581
frivolizar,1.58
uniformizar,1.58
desempañar,1.575
escardar,1.573
enharinar,1.569
jaquear,1.563
contemporizar,1.56
rescribir,1.559
aquilatar,1.55
temporizar,1.547
remolonear,1.544
restañar,1.54
destejer,1.539
enrostrar,1.537
teatralizar,1.531
acogotar,1.53
desconvocar,1.528
reenganchar,1.528
jinetear,1.525
embarrancar,1.521
desatornillar,1.52
subvenir,1.52
desembarazar,1.519
entablillar,1.519
alcahuetear,1.513
encastrar,1.513
tricotar,1.513
carcajear,1.509
señorear,1.505
friccionar,1.504
tonar,1.498
escavar,1.498
pluralizar,1.497
trasgredir,1.493
farolear,1.49
ecualizar,1.48
injerir,1.48
alunizar,1.47
recavar,1.47
revigorizar,1.468
ramonear,1.462
borronear,1.461
desembuchar,1.456
traspirar,1.453
compeler,1.452
pechear,1.452
encasquetar,1.45
albear,1.436
higienizar,1.43
vitalizar,1.427
bobear,1.415
desembalar,1.41
entrechocar,1.41
emparchar,1.4
reembarcar,1.4
gasificar,1.398
chaguar,1.391
amerizar,1.389
chancear,1.386
enrasar,1.384
alfeizar,1.38
discordar,1.38
malbaratar,1.38
densificar,1.369
plañir,1.369
desensamblar,1.36
psicoanalizar,1.36
transfundir,1.36
constitucionalizar,1.352
execrar,1.352
desmaquillar,1.35
humectar,1.35
judaizar,1.35
partear,1.342
destazar,1.34
adormir,1.32
achuchar,1.31
dogmatizar,1.31
debelar,1.29
desabotonar,1.29
despiezar,1.281
esculcar,1.281
aseguir,1.27
condescender,1.27
arrostrar,1.26
esprintar,1.26
expectorar,1.26
caucionar,1.241
desnacionalizar,1.241
trompear,1.241
desincorporar,1.22
estoquear,1.22
nalguear,1.22
desentumecer,1.21
avituallar,1.19
recudir,1.19
fiestear,1.179
restallar,1.179
acepar,1.17
agilitar,1.17
buitrear,1.17
desbridar,1.17
maltraer,1.17
timonear,1.17
zorrear,1.17
apoquinar,1.161
desanudar,1.161
desasnar,1.161
intelectualizar,1.161
pignorar,1.161
desencallar,1.149
gorrear,1.149
ranchear,1.149
reinscribir,1.149
remolar,1.149
desmoldar,1.14
vivaquear,1.14
congraciar,1.13
desmotar,1.13
desoldar,1.13
gorronear,1.13
acuatizar,1.121
impetrar,1.121
invemar,1.121
capotear,1.111
lisonjear,1.111
substraer,1.111
uncir,1.111
desobstruir,1.1
enfrenar,1.1
sablear,1.1
desamarrar,1.09
descambiar,1.09
instilar,1.09
sonorizar,1.09
trasparentar,1.09
emprestar,1.079
golfear,1.079
reconvenir,1.079
solubilizar,1.079
talonear,1.079
guantear,1.068
pulsear,1.068
desratizar,1.061
perennizar,1.061
titularizar,1.049
versificar,1.041
arramblar,1.029
chapurrear,1.029
expugnar,1.029
acorrer,1.021
desatorar,1.021
loquear,1.021
puncionar,1.021
trasmutar,1.021
amadrinar,1.009
contrabalancear,1.009
enchironar,1.009
hondear,1.009
nebulizar,1.009
suportar,1.009
